artifact_key,class_id,detector_correct,fingerprint,model,rep,requested_pole,run_id,strip_level,task_id,trace_available,valid_artifact
core_v2_generalization_local_eager_lazy_001|ollama__qwen2_5-coder__14b|mixed_signed_vector|lazy|4|raw,C,true,9ec37bc7ca28d4634a6490f149390eb7c957d46f271100ff482bdd328b0aadc8,ollama__qwen2_5-coder__14b,4,lazy,core_v2_generalization_local_eager_lazy_001,raw,mixed_signed_vector,True,true
core_v2_generalization_local_eager_lazy_001|ollama__qwen2_5-coder__14b|mixed_signed_vector|lazy|4|no_comments,C,true,9ec37bc7ca28d4634a6490f149390eb7c957d46f271100ff482bdd328b0aadc8,ollama__qwen2_5-coder__14b,4,lazy,core_v2_generalization_local_eager_lazy_001,no_comments,mixed_signed_vector,True,true
core_v2_generalization_local_eager_lazy_001|ollama__qwen2_5-coder__14b|mixed_signed_vector|lazy|4|renamed,C,true,9ec37bc7ca28d4634a6490f149390eb7c957d46f271100ff482bdd328b0aadc8,ollama__qwen2_5-coder__14b,4,lazy,core_v2_generalization_local_eager_lazy_001,renamed,mixed_signed_vector,True,true
core_v2_generalization_local_eager_lazy_001|ollama__qwen2_5-coder__14b|mixed_signed_vector|lazy|4|no_imports,C,true,9ec37bc7ca28d4634a6490f149390eb7c957d46f271100ff482bdd328b0aadc8,ollama__qwen2_5-coder__14b,4,lazy,core_v2_generalization_local_eager_lazy_001,no_imports,mixed_signed_vector,True,true
core_v2_generalization_local_eager_lazy_001|ollama__qwen2_5-coder__14b|mixed_signed_vector|lazy|4|format_normalized,C,true,9ec37bc7ca28d4634a6490f149390eb7c957d46f271100ff482bdd328b0aadc8,ollama__qwen2_5-coder__14b,4,lazy,core_v2_generalization_local_eager_lazy_001,format_normalized,mixed_signed_vector,True,true
core_v2_generalization_local_eager_lazy_001|ollama__qwen2_5-coder__14b|mixed_signed_vector|lazy|5|raw,C,true,9ec37bc7ca28d4634a6490f149390eb7c957d46f271100ff482bdd328b0aadc8,ollama__qwen2_5-coder__14b,5,lazy,core_v2_generalization_local_eager_lazy_001,raw,mixed_signed_vector,True,true
core_v2_generalization_local_eager_lazy_001|ollama__qwen2_5-coder__14b|mixed_signed_vector|lazy|5|no_comments,C,true,9ec37bc7ca28d4634a6490f149390eb7c957d46f271100ff482bdd328b0aadc8,ollama__qwen2_5-coder__14b,5,lazy,core_v2_generalization_local_eager_lazy_001,no_comments,mixed_signed_vector,True,true
core_v2_generalization_local_eager_lazy_001|ollama__qwen2_5-coder__14b|mixed_signed_vector|lazy|5|renamed,C,true,9ec37bc7ca28d4634a6490f149390eb7c957d46f271100ff482bdd328b0aadc8,ollama__qwen2_5-coder__14b,5,lazy,core_v2_generalization_local_eager_lazy_001,renamed,mixed_signed_vector,True,true
core_v2_generalization_local_eager_lazy_001|ollama__qwen2_5-coder__14b|mixed_signed_vector|lazy|5|no_imports,C,true,9ec37bc7ca28d4634a6490f149390eb7c957d46f271100ff482bdd328b0aadc8,ollama__qwen2_5-coder__14b,5,lazy,core_v2_generalization_local_eager_lazy_001,no_imports,mixed_signed_vector,True,true
core_v2_generalization_local_eager_lazy_001|ollama__qwen2_5-coder__14b|mixed_signed_vector|lazy|5|format_normalized,C,true,9ec37bc7ca28d4634a6490f149390eb7c957d46f271100ff482bdd328b0aadc8,ollama__qwen2_5-coder__14b,5,lazy,core_v2_generalization_local_eager_lazy_001,format_normalized,mixed_signed_vector,True,true
core_v2_generalization_local_eager_lazy_001|ollama__qwen2_5-coder__14b|repeated_values_vector|eager|1|raw,C,true,64c27dfc40a68318a77d41dad3a5526f6e69e7fb2c850cb56076fe18e099e1c1,ollama__qwen2_5-coder__14b,1,eager,core_v2_generalization_local_eager_lazy_001,raw,repeated_values_vector,True,true
core_v2_generalization_local_eager_lazy_001|ollama__qwen2_5-coder__14b|repeated_values_vector|eager|1|no_comments,C,true,64c27dfc40a68318a77d41dad3a5526f6e69e7fb2c850cb56076fe18e099e1c1,ollama__qwen2_5-coder__14b,1,eager,core_v2_generalization_local_eager_lazy_001,no_comments,repeated_values_vector,True,true
core_v2_generalization_local_eager_lazy_001|ollama__qwen2_5-coder__14b|repeated_values_vector|eager|1|renamed,C,true,64c27dfc40a68318a77d41dad3a5526f6e69e7fb2c850cb56076fe18e099e1c1,ollama__qwen2_5-coder__14b,1,eager,core_v2_generalization_local_eager_lazy_001,renamed,repeated_values_vector,True,true
core_v2_generalization_local_eager_lazy_001|ollama__qwen2_5-coder__14b|repeated_values_vector|eager|1|no_imports,C,true,64c27dfc40a68318a77d41dad3a5526f6e69e7fb2c850cb56076fe18e099e1c1,ollama__qwen2_5-coder__14b,1,eager,core_v2_generalization_local_eager_lazy_001,no_imports,repeated_values_vector,True,true
core_v2_generalization_local_eager_lazy_001|ollama__qwen2_5-coder__14b|repeated_values_vector|eager|1|format_normalized,C,true,64c27dfc40a68318a77d41dad3a5526f6e69e7fb2c850cb56076fe18e099e1c1,ollama__qwen2_5-coder__14b,1,eager,core_v2_generalization_local_eager_lazy_001,format_normalized,repeated_values_vector,True,true
core_v2_generalization_local_eager_lazy_001|ollama__qwen2_5-coder__14b|repeated_values_vector|eager|2|raw,C,true,64c27dfc40a68318a77d41dad3a5526f6e69e7fb2c850cb56076fe18e099e1c1,ollama__qwen2_5-coder__14b,2,eager,core_v2_generalization_local_eager_lazy_001,raw,repeated_values_vector,True,true
core_v2_generalization_local_eager_lazy_001|ollama__qwen2_5-coder__14b|repeated_values_vector|eager|2|no_comments,C,true,64c27dfc40a68318a77d41dad3a5526f6e69e7fb2c850cb56076fe18e099e1c1,ollama__qwen2_5-coder__14b,2,eager,core_v2_generalization_local_eager_lazy_001,no_comments,repeated_values_vector,True,true
core_v2_generalization_local_eager_lazy_001|ollama__qwen2_5-coder__14b|repeated_values_vector|eager|2|renamed,C,true,64c27dfc40a68318a77d41dad3a5526f6e69e7fb2c850cb56076fe18e099e1c1,ollama__qwen2_5-coder__14b,2,eager,core_v2_generalization_local_eager_lazy_001,renamed,repeated_values_vector,True,true
core_v2_generalization_local_eager_lazy_001|ollama__qwen2_5-coder__14b|repeated_values_vector|eager|2|no_imports,C,true,64c27dfc40a68318a77d41dad3a5526f6e69e7fb2c850cb56076fe18e099e1c1,ollama__qwen2_5-coder__14b,2,eager,core_v2_generalization_local_eager_lazy_001,no_imports,repeated_values_vector,True,true
core_v2_generalization_local_eager_lazy_001|ollama__qwen2_5-coder__14b|repeated_values_vector|eager|2|format_normalized,C,true,64c27dfc40a68318a77d41dad3a5526f6e69e7fb2c850cb56076fe18e099e1c1,ollama__qwen2_5-coder__14b,2,eager,core_v2_generalization_local_eager_lazy_001,format_normalized,repeated_values_vector,True,true
core_v2_generalization_local_eager_lazy_001|ollama__qwen2_5-coder__14b|repeated_values_vector|eager|3|raw,C,true,64c27dfc40a68318a77d41dad3a5526f6e69e7fb2c850cb56076fe18e099e1c1,ollama__qwen2_5-coder__14b,3,eager,core_v2_generalization_local_eager_lazy_001,raw,repeated_values_vector,True,true
core_v2_generalization_local_eager_lazy_001|ollama__qwen2_5-coder__14b|repeated_values_vector|eager|3|no_comments,C,true,64c27dfc40a68318a77d41dad3a5526f6e69e7fb2c850cb56076fe18e099e1c1,ollama__qwen2_5-coder__14b,3,eager,core_v2_generalization_local_eager_lazy_001,no_comments,repeated_values_vector,True,true
core_v2_generalization_local_eager_lazy_001|ollama__qwen2_5-coder__14b|repeated_values_vector|eager|3|renamed,C,true,64c27dfc40a68318a77d41dad3a5526f6e69e7fb2c850cb56076fe18e099e1c1,ollama__qwen2_5-coder__14b,3,eager,core_v2_generalization_local_eager_lazy_001,renamed,repeated_values_vector,True,true
core_v2_generalization_local_eager_lazy_001|ollama__qwen2_5-coder__14b|repeated_values_vector|eager|3|no_imports,C,true,64c27dfc40a68318a77d41dad3a5526f6e69e7fb2c850cb56076fe18e099e1c1,ollama__qwen2_5-coder__14b,3,eager,core_v2_generalization_local_eager_lazy_001,no_imports,repeated_values_vector,True,true
core_v2_generalization_local_eager_lazy_001|ollama__qwen2_5-coder__14b|repeated_values_vector|eager|3|format_normalized,C,true,64c27dfc40a68318a77d41dad3a5526f6e69e7fb2c850cb56076fe18e099e1c1,ollama__qwen2_5-coder__14b,3,eager,core_v2_generalization_local_eager_lazy_001,format_normalized,repeated_values_vector,True,true
core_v2_generalization_local_eager_lazy_001|ollama__qwen2_5-coder__14b|repeated_values_vector|eager|4|raw,C,true,64c27dfc40a68318a77d41dad3a5526f6e69e7fb2c850cb56076fe18e099e1c1,ollama__qwen2_5-coder__14b,4,eager,core_v2_generalization_local_eager_lazy_001,raw,repeated_values_vector,True,true
core_v2_generalization_local_eager_lazy_001|ollama__qwen2_5-coder__14b|repeated_values_vector|eager|4|no_comments,C,true,64c27dfc40a68318a77d41dad3a5526f6e69e7fb2c850cb56076fe18e099e1c1,ollama__qwen2_5-coder__14b,4,eager,core_v2_generalization_local_eager_lazy_001,no_comments,repeated_values_vector,True,true
core_v2_generalization_local_eager_lazy_001|ollama__qwen2_5-coder__14b|repeated_values_vector|eager|4|renamed,C,true,64c27dfc40a68318a77d41dad3a5526f6e69e7fb2c850cb56076fe18e099e1c1,ollama__qwen2_5-coder__14b,4,eager,core_v2_generalization_local_eager_lazy_001,renamed,repeated_values_vector,True,true
core_v2_generalization_local_eager_lazy_001|ollama__qwen2_5-coder__14b|repeated_values_vector|eager|4|no_imports,C,true,64c27dfc40a68318a77d41dad3a5526f6e69e7fb2c850cb56076fe18e099e1c1,ollama__qwen2_5-coder__14b,4,eager,core_v2_generalization_local_eager_lazy_001,no_imports,repeated_values_vector,True,true
core_v2_generalization_local_eager_lazy_001|ollama__qwen2_5-coder__14b|repeated_values_vector|eager|4|format_normalized,C,true,64c27dfc40a68318a77d41dad3a5526f6e69e7fb2c850cb56076fe18e099e1c1,ollama__qwen2_5-coder__14b,4,eager,core_v2_generalization_local_eager_lazy_001,format_normalized,repeated_values_vector,True,true
core_v2_generalization_local_eager_lazy_001|ollama__qwen2_5-coder__14b|repeated_values_vector|eager|5|raw,C,true,64c27dfc40a68318a77d41dad3a5526f6e69e7fb2c850cb56076fe18e099e1c1,ollama__qwen2_5-coder__14b,5,eager,core_v2_generalization_local_eager_lazy_001,raw,repeated_values_vector,True,true
core_v2_generalization_local_eager_lazy_001|ollama__qwen2_5-coder__14b|repeated_values_vector|eager|5|no_comments,C,true,64c27dfc40a68318a77d41dad3a5526f6e69e7fb2c850cb56076fe18e099e1c1,ollama__qwen2_5-coder__14b,5,eager,core_v2_generalization_local_eager_lazy_001,no_comments,repeated_values_vector,True,true
core_v2_generalization_local_eager_lazy_001|ollama__qwen2_5-coder__14b|repeated_values_vector|eager|5|renamed,C,true,64c27dfc40a68318a77d41dad3a5526f6e69e7fb2c850cb56076fe18e099e1c1,ollama__qwen2_5-coder__14b,5,eager,core_v2_generalization_local_eager_lazy_001,renamed,repeated_values_vector,True,true
core_v2_generalization_local_eager_lazy_001|ollama__qwen2_5-coder__14b|repeated_values_vector|eager|5|no_imports,C,true,64c27dfc40a68318a77d41dad3a5526f6e69e7fb2c850cb56076fe18e099e1c1,ollama__qwen2_5-coder__14b,5,eager,core_v2_generalization_local_eager_lazy_001,no_imports,repeated_values_vector,True,true
core_v2_generalization_local_eager_lazy_001|ollama__qwen2_5-coder__14b|repeated_values_vector|eager|5|format_normalized,C,true,64c27dfc40a68318a77d41dad3a5526f6e69e7fb2c850cb56076fe18e099e1c1,ollama__qwen2_5-coder__14b,5,eager,core_v2_generalization_local_eager_lazy_001,format_normalized,repeated_values_vector,True,true
core_v2_generalization_local_eager_lazy_001|ollama__qwen2_5-coder__14b|repeated_values_vector|lazy|1|raw,C,true,9ec37bc7ca28d4634a6490f149390eb7c957d46f271100ff482bdd328b0aadc8,ollama__qwen2_5-coder__14b,1,lazy,core_v2_generalization_local_eager_lazy_001,raw,repeated_values_vector,True,true
core_v2_generalization_local_eager_lazy_001|ollama__qwen2_5-coder__14b|repeated_values_vector|lazy|1|no_comments,C,true,9ec37bc7ca28d4634a6490f149390eb7c957d46f271100ff482bdd328b0aadc8,ollama__qwen2_5-coder__14b,1,lazy,core_v2_generalization_local_eager_lazy_001,no_comments,repeated_values_vector,True,true
core_v2_generalization_local_eager_lazy_001|ollama__qwen2_5-coder__14b|repeated_values_vector|lazy|1|renamed,C,true,9ec37bc7ca28d4634a6490f149390eb7c957d46f271100ff482bdd328b0aadc8,ollama__qwen2_5-coder__14b,1,lazy,core_v2_generalization_local_eager_lazy_001,renamed,repeated_values_vector,True,true
core_v2_generalization_local_eager_lazy_001|ollama__qwen2_5-coder__14b|repeated_values_vector|lazy|1|no_imports,C,true,9ec37bc7ca28d4634a6490f149390eb7c957d46f271100ff482bdd328b0aadc8,ollama__qwen2_5-coder__14b,1,lazy,core_v2_generalization_local_eager_lazy_001,no_imports,repeated_values_vector,True,true
core_v2_generalization_local_eager_lazy_001|ollama__qwen2_5-coder__14b|repeated_values_vector|lazy|1|format_normalized,C,true,9ec37bc7ca28d4634a6490f149390eb7c957d46f271100ff482bdd328b0aadc8,ollama__qwen2_5-coder__14b,1,lazy,core_v2_generalization_local_eager_lazy_001,format_normalized,repeated_values_vector,True,true
core_v2_generalization_local_eager_lazy_001|ollama__qwen2_5-coder__14b|repeated_values_vector|lazy|2|raw,C,true,9ec37bc7ca28d4634a6490f149390eb7c957d46f271100ff482bdd328b0aadc8,ollama__qwen2_5-coder__14b,2,lazy,core_v2_generalization_local_eager_lazy_001,raw,repeated_values_vector,True,true
core_v2_generalization_local_eager_lazy_001|ollama__qwen2_5-coder__14b|repeated_values_vector|lazy|2|no_comments,C,true,9ec37bc7ca28d4634a6490f149390eb7c957d46f271100ff482bdd328b0aadc8,ollama__qwen2_5-coder__14b,2,lazy,core_v2_generalization_local_eager_lazy_001,no_comments,repeated_values_vector,True,true
core_v2_generalization_local_eager_lazy_001|ollama__qwen2_5-coder__14b|repeated_values_vector|lazy|2|renamed,C,true,9ec37bc7ca28d4634a6490f149390eb7c957d46f271100ff482bdd328b0aadc8,ollama__qwen2_5-coder__14b,2,lazy,core_v2_generalization_local_eager_lazy_001,renamed,repeated_values_vector,True,true
core_v2_generalization_local_eager_lazy_001|ollama__qwen2_5-coder__14b|repeated_values_vector|lazy|2|no_imports,C,true,9ec37bc7ca28d4634a6490f149390eb7c957d46f271100ff482bdd328b0aadc8,ollama__qwen2_5-coder__14b,2,lazy,core_v2_generalization_local_eager_lazy_001,no_imports,repeated_values_vector,True,true
core_v2_generalization_local_eager_lazy_001|ollama__qwen2_5-coder__14b|repeated_values_vector|lazy|2|format_normalized,C,true,9ec37bc7ca28d4634a6490f149390eb7c957d46f271100ff482bdd328b0aadc8,ollama__qwen2_5-coder__14b,2,lazy,core_v2_generalization_local_eager_lazy_001,format_normalized,repeated_values_vector,True,true
core_v2_generalization_local_eager_lazy_001|ollama__qwen2_5-coder__14b|repeated_values_vector|lazy|3|raw,C,true,9ec37bc7ca28d4634a6490f149390eb7c957d46f271100ff482bdd328b0aadc8,ollama__qwen2_5-coder__14b,3,lazy,core_v2_generalization_local_eager_lazy_001,raw,repeated_values_vector,True,true
core_v2_generalization_local_eager_lazy_001|ollama__qwen2_5-coder__14b|repeated_values_vector|lazy|3|no_comments,C,true,9ec37bc7ca28d4634a6490f149390eb7c957d46f271100ff482bdd328b0aadc8,ollama__qwen2_5-coder__14b,3,lazy,core_v2_generalization_local_eager_lazy_001,no_comments,repeated_values_vector,True,true
core_v2_generalization_local_eager_lazy_001|ollama__qwen2_5-coder__14b|repeated_values_vector|lazy|3|renamed,C,true,9ec37bc7ca28d4634a6490f149390eb7c957d46f271100ff482bdd328b0aadc8,ollama__qwen2_5-coder__14b,3,lazy,core_v2_generalization_local_eager_lazy_001,renamed,repeated_values_vector,True,true
core_v2_generalization_local_eager_lazy_001|ollama__qwen2_5-coder__14b|repeated_values_vector|lazy|3|no_imports,C,true,9ec37bc7ca28d4634a6490f149390eb7c957d46f271100ff482bdd328b0aadc8,ollama__qwen2_5-coder__14b,3,lazy,core_v2_generalization_local_eager_lazy_001,no_imports,repeated_values_vector,True,true
core_v2_generalization_local_eager_lazy_001|ollama__qwen2_5-coder__14b|repeated_values_vector|lazy|3|format_normalized,C,true,9ec37bc7ca28d4634a6490f149390eb7c957d46f271100ff482bdd328b0aadc8,ollama__qwen2_5-coder__14b,3,lazy,core_v2_generalization_local_eager_lazy_001,format_normalized,repeated_values_vector,True,true
core_v2_generalization_local_eager_lazy_001|ollama__qwen2_5-coder__14b|repeated_values_vector|lazy|4|raw,C,true,9ec37bc7ca28d4634a6490f149390eb7c957d46f271100ff482bdd328b0aadc8,ollama__qwen2_5-coder__14b,4,lazy,core_v2_generalization_local_eager_lazy_001,raw,repeated_values_vector,True,true
core_v2_generalization_local_eager_lazy_001|ollama__qwen2_5-coder__14b|repeated_values_vector|lazy|4|no_comments,C,true,9ec37bc7ca28d4634a6490f149390eb7c957d46f271100ff482bdd328b0aadc8,ollama__qwen2_5-coder__14b,4,lazy,core_v2_generalization_local_eager_lazy_001,no_comments,repeated_values_vector,True,true
core_v2_generalization_local_eager_lazy_001|ollama__qwen2_5-coder__14b|repeated_values_vector|lazy|4|renamed,C,true,9ec37bc7ca28d4634a6490f149390eb7c957d46f271100ff482bdd328b0aadc8,ollama__qwen2_5-coder__14b,4,lazy,core_v2_generalization_local_eager_lazy_001,renamed,repeated_values_vector,True,true
core_v2_generalization_local_eager_lazy_001|ollama__qwen2_5-coder__14b|repeated_values_vector|lazy|4|no_imports,C,true,9ec37bc7ca28d4634a6490f149390eb7c957d46f271100ff482bdd328b0aadc8,ollama__qwen2_5-coder__14b,4,lazy,core_v2_generalization_local_eager_lazy_001,no_imports,repeated_values_vector,True,true
core_v2_generalization_local_eager_lazy_001|ollama__qwen2_5-coder__14b|repeated_values_vector|lazy|4|format_normalized,C,true,9ec37bc7ca28d4634a6490f149390eb7c957d46f271100ff482bdd328b0aadc8,ollama__qwen2_5-coder__14b,4,lazy,core_v2_generalization_local_eager_lazy_001,format_normalized,repeated_values_vector,True,true
core_v2_generalization_local_eager_lazy_001|ollama__qwen2_5-coder__14b|repeated_values_vector|lazy|5|raw,C,true,9ec37bc7ca28d4634a6490f149390eb7c957d46f271100ff482bdd328b0aadc8,ollama__qwen2_5-coder__14b,5,lazy,core_v2_generalization_local_eager_lazy_001,raw,repeated_values_vector,True,true
core_v2_generalization_local_eager_lazy_001|ollama__qwen2_5-coder__14b|repeated_values_vector|lazy|5|no_comments,C,true,9ec37bc7ca28d4634a6490f149390eb7c957d46f271100ff482bdd328b0aadc8,ollama__qwen2_5-coder__14b,5,lazy,core_v2_generalization_local_eager_lazy_001,no_comments,repeated_values_vector,True,true
core_v2_generalization_local_eager_lazy_001|ollama__qwen2_5-coder__14b|repeated_values_vector|lazy|5|renamed,C,true,9ec37bc7ca28d4634a6490f149390eb7c957d46f271100ff482bdd328b0aadc8,ollama__qwen2_5-coder__14b,5,lazy,core_v2_generalization_local_eager_lazy_001,renamed,repeated_values_vector,True,true
core_v2_generalization_local_eager_lazy_001|ollama__qwen2_5-coder__14b|repeated_values_vector|lazy|5|no_imports,C,true,9ec37bc7ca28d4634a6490f149390eb7c957d46f271100ff482bdd328b0aadc8,ollama__qwen2_5-coder__14b,5,lazy,core_v2_generalization_local_eager_lazy_001,no_imports,repeated_values_vector,True,true
core_v2_generalization_local_eager_lazy_001|ollama__qwen2_5-coder__14b|repeated_values_vector|lazy|5|format_normalized,C,true,9ec37bc7ca28d4634a6490f149390eb7c957d46f271100ff482bdd328b0aadc8,ollama__qwen2_5-coder__14b,5,lazy,core_v2_generalization_local_eager_lazy_001,format_normalized,repeated_values_vector,True,true
core_v2_generalization_local_eager_lazy_001|ollama__qwen2_5-coder__14b|small_positive_vector|eager|1|raw,C,true,64c27dfc40a68318a77d41dad3a5526f6e69e7fb2c850cb56076fe18e099e1c1,ollama__qwen2_5-coder__14b,1,eager,core_v2_generalization_local_eager_lazy_001,raw,small_positive_vector,True,true
core_v2_generalization_local_eager_lazy_001|ollama__qwen2_5-coder__14b|small_positive_vector|eager|1|no_comments,C,true,64c27dfc40a68318a77d41dad3a5526f6e69e7fb2c850cb56076fe18e099e1c1,ollama__qwen2_5-coder__14b,1,eager,core_v2_generalization_local_eager_lazy_001,no_comments,small_positive_vector,True,true
core_v2_generalization_local_eager_lazy_001|ollama__qwen2_5-coder__14b|small_positive_vector|eager|1|renamed,C,true,64c27dfc40a68318a77d41dad3a5526f6e69e7fb2c850cb56076fe18e099e1c1,ollama__qwen2_5-coder__14b,1,eager,core_v2_generalization_local_eager_lazy_001,renamed,small_positive_vector,True,true
core_v2_generalization_local_eager_lazy_001|ollama__qwen2_5-coder__14b|small_positive_vector|eager|1|no_imports,C,true,64c27dfc40a68318a77d41dad3a5526f6e69e7fb2c850cb56076fe18e099e1c1,ollama__qwen2_5-coder__14b,1,eager,core_v2_generalization_local_eager_lazy_001,no_imports,small_positive_vector,True,true
core_v2_generalization_local_eager_lazy_001|ollama__qwen2_5-coder__14b|small_positive_vector|eager|1|format_normalized,C,true,64c27dfc40a68318a77d41dad3a5526f6e69e7fb2c850cb56076fe18e099e1c1,ollama__qwen2_5-coder__14b,1,eager,core_v2_generalization_local_eager_lazy_001,format_normalized,small_positive_vector,True,true
core_v2_generalization_local_eager_lazy_001|ollama__qwen2_5-coder__14b|small_positive_vector|eager|2|raw,C,true,64c27dfc40a68318a77d41dad3a5526f6e69e7fb2c850cb56076fe18e099e1c1,ollama__qwen2_5-coder__14b,2,eager,core_v2_generalization_local_eager_lazy_001,raw,small_positive_vector,True,true
core_v2_generalization_local_eager_lazy_001|ollama__qwen2_5-coder__14b|small_positive_vector|eager|2|no_comments,C,true,64c27dfc40a68318a77d41dad3a5526f6e69e7fb2c850cb56076fe18e099e1c1,ollama__qwen2_5-coder__14b,2,eager,core_v2_generalization_local_eager_lazy_001,no_comments,small_positive_vector,True,true
core_v2_generalization_local_eager_lazy_001|ollama__qwen2_5-coder__14b|small_positive_vector|eager|2|renamed,C,true,64c27dfc40a68318a77d41dad3a5526f6e69e7fb2c850cb56076fe18e099e1c1,ollama__qwen2_5-coder__14b,2,eager,core_v2_generalization_local_eager_lazy_001,renamed,small_positive_vector,True,true
core_v2_generalization_local_eager_lazy_001|ollama__qwen2_5-coder__14b|small_positive_vector|eager|2|no_imports,C,true,64c27dfc40a68318a77d41dad3a5526f6e69e7fb2c850cb56076fe18e099e1c1,ollama__qwen2_5-coder__14b,2,eager,core_v2_generalization_local_eager_lazy_001,no_imports,small_positive_vector,True,true
core_v2_generalization_local_eager_lazy_001|ollama__qwen2_5-coder__14b|small_positive_vector|eager|2|format_normalized,C,true,64c27dfc40a68318a77d41dad3a5526f6e69e7fb2c850cb56076fe18e099e1c1,ollama__qwen2_5-coder__14b,2,eager,core_v2_generalization_local_eager_lazy_001,format_normalized,small_positive_vector,True,true
core_v2_generalization_local_eager_lazy_001|ollama__qwen2_5-coder__14b|small_positive_vector|eager|3|raw,C,true,64c27dfc40a68318a77d41dad3a5526f6e69e7fb2c850cb56076fe18e099e1c1,ollama__qwen2_5-coder__14b,3,eager,core_v2_generalization_local_eager_lazy_001,raw,small_positive_vector,True,true
core_v2_generalization_local_eager_lazy_001|ollama__qwen2_5-coder__14b|small_positive_vector|eager|3|no_comments,C,true,64c27dfc40a68318a77d41dad3a5526f6e69e7fb2c850cb56076fe18e099e1c1,ollama__qwen2_5-coder__14b,3,eager,core_v2_generalization_local_eager_lazy_001,no_comments,small_positive_vector,True,true
core_v2_generalization_local_eager_lazy_001|ollama__qwen2_5-coder__14b|small_positive_vector|eager|3|renamed,C,true,64c27dfc40a68318a77d41dad3a5526f6e69e7fb2c850cb56076fe18e099e1c1,ollama__qwen2_5-coder__14b,3,eager,core_v2_generalization_local_eager_lazy_001,renamed,small_positive_vector,True,true
core_v2_generalization_local_eager_lazy_001|ollama__qwen2_5-coder__14b|small_positive_vector|eager|3|no_imports,C,true,64c27dfc40a68318a77d41dad3a5526f6e69e7fb2c850cb56076fe18e099e1c1,ollama__qwen2_5-coder__14b,3,eager,core_v2_generalization_local_eager_lazy_001,no_imports,small_positive_vector,True,true
core_v2_generalization_local_eager_lazy_001|ollama__qwen2_5-coder__14b|small_positive_vector|eager|3|format_normalized,C,true,64c27dfc40a68318a77d41dad3a5526f6e69e7fb2c850cb56076fe18e099e1c1,ollama__qwen2_5-coder__14b,3,eager,core_v2_generalization_local_eager_lazy_001,format_normalized,small_positive_vector,True,true
core_v2_generalization_local_eager_lazy_001|ollama__qwen2_5-coder__14b|small_positive_vector|eager|4|raw,C,true,64c27dfc40a68318a77d41dad3a5526f6e69e7fb2c850cb56076fe18e099e1c1,ollama__qwen2_5-coder__14b,4,eager,core_v2_generalization_local_eager_lazy_001,raw,small_positive_vector,True,true
core_v2_generalization_local_eager_lazy_001|ollama__qwen2_5-coder__14b|small_positive_vector|eager|4|no_comments,C,true,64c27dfc40a68318a77d41dad3a5526f6e69e7fb2c850cb56076fe18e099e1c1,ollama__qwen2_5-coder__14b,4,eager,core_v2_generalization_local_eager_lazy_001,no_comments,small_positive_vector,True,true
core_v2_generalization_local_eager_lazy_001|ollama__qwen2_5-coder__14b|small_positive_vector|eager|4|renamed,C,true,64c27dfc40a68318a77d41dad3a5526f6e69e7fb2c850cb56076fe18e099e1c1,ollama__qwen2_5-coder__14b,4,eager,core_v2_generalization_local_eager_lazy_001,renamed,small_positive_vector,True,true
core_v2_generalization_local_eager_lazy_001|ollama__qwen2_5-coder__14b|small_positive_vector|eager|4|no_imports,C,true,64c27dfc40a68318a77d41dad3a5526f6e69e7fb2c850cb56076fe18e099e1c1,ollama__qwen2_5-coder__14b,4,eager,core_v2_generalization_local_eager_lazy_001,no_imports,small_positive_vector,True,true
core_v2_generalization_local_eager_lazy_001|ollama__qwen2_5-coder__14b|small_positive_vector|eager|4|format_normalized,C,true,64c27dfc40a68318a77d41dad3a5526f6e69e7fb2c850cb56076fe18e099e1c1,ollama__qwen2_5-coder__14b,4,eager,core_v2_generalization_local_eager_lazy_001,format_normalized,small_positive_vector,True,true
core_v2_generalization_local_eager_lazy_001|ollama__qwen2_5-coder__14b|small_positive_vector|eager|5|raw,C,true,64c27dfc40a68318a77d41dad3a5526f6e69e7fb2c850cb56076fe18e099e1c1,ollama__qwen2_5-coder__14b,5,eager,core_v2_generalization_local_eager_lazy_001,raw,small_positive_vector,True,true
core_v2_generalization_local_eager_lazy_001|ollama__qwen2_5-coder__14b|small_positive_vector|eager|5|no_comments,C,true,64c27dfc40a68318a77d41dad3a5526f6e69e7fb2c850cb56076fe18e099e1c1,ollama__qwen2_5-coder__14b,5,eager,core_v2_generalization_local_eager_lazy_001,no_comments,small_positive_vector,True,true
core_v2_generalization_local_eager_lazy_001|ollama__qwen2_5-coder__14b|small_positive_vector|eager|5|renamed,C,true,64c27dfc40a68318a77d41dad3a5526f6e69e7fb2c850cb56076fe18e099e1c1,ollama__qwen2_5-coder__14b,5,eager,core_v2_generalization_local_eager_lazy_001,renamed,small_positive_vector,True,true
core_v2_generalization_local_eager_lazy_001|ollama__qwen2_5-coder__14b|small_positive_vector|eager|5|no_imports,C,true,64c27dfc40a68318a77d41dad3a5526f6e69e7fb2c850cb56076fe18e099e1c1,ollama__qwen2_5-coder__14b,5,eager,core_v2_generalization_local_eager_lazy_001,no_imports,small_positive_vector,True,true
core_v2_generalization_local_eager_lazy_001|ollama__qwen2_5-coder__14b|small_positive_vector|eager|5|format_normalized,C,true,64c27dfc40a68318a77d41dad3a5526f6e69e7fb2c850cb56076fe18e099e1c1,ollama__qwen2_5-coder__14b,5,eager,core_v2_generalization_local_eager_lazy_001,format_normalized,small_positive_vector,True,true
