class_id,dominance,model,n,non_zero_diversity,requested_pole,richness,run_id,shannon_entropy,simpson_diversity,strip_level,task_id,unique_fingerprints
C,1.0,ollama__qwen3-coder__30b,5,False,eager,0.2,core_v2_generalization_local_eager_lazy_001,0.0,0.0,no_comments,small_positive_vector,1
C,1.0,ollama__qwen3-coder__30b,5,False,eager,0.2,core_v2_generalization_local_eager_lazy_001,0.0,0.0,no_imports,small_positive_vector,1
C,1.0,ollama__qwen3-coder__30b,5,False,eager,0.2,core_v2_generalization_local_eager_lazy_001,0.0,0.0,raw,small_positive_vector,1
C,1.0,ollama__qwen3-coder__30b,5,False,eager,0.2,core_v2_generalization_local_eager_lazy_001,0.0,0.0,renamed,small_positive_vector,1
C,1.0,ollama__devstral__latest,5,False,lazy,0.2,core_v2_generalization_local_eager_lazy_001,0.0,0.0,format_normalized,small_positive_vector,1
C,1.0,ollama__devstral__latest,5,False,lazy,0.2,core_v2_generalization_local_eager_lazy_001,0.0,0.0,no_comments,small_positive_vector,1
C,1.0,ollama__devstral__latest,5,False,lazy,0.2,core_v2_generalization_local_eager_lazy_001,0.0,0.0,no_imports,small_positive_vector,1
C,1.0,ollama__devstral__latest,5,False,lazy,0.2,core_v2_generalization_local_eager_lazy_001,0.0,0.0,raw,small_positive_vector,1
C,1.0,ollama__devstral__latest,5,False,lazy,0.2,core_v2_generalization_local_eager_lazy_001,0.0,0.0,renamed,small_positive_vector,1
C,1.0,ollama__qwen2_5-coder__14b,5,False,lazy,0.2,core_v2_generalization_local_eager_lazy_001,0.0,0.0,format_normalized,small_positive_vector,1
C,1.0,ollama__qwen2_5-coder__14b,5,False,lazy,0.2,core_v2_generalization_local_eager_lazy_001,0.0,0.0,no_comments,small_positive_vector,1
C,1.0,ollama__qwen2_5-coder__14b,5,False,lazy,0.2,core_v2_generalization_local_eager_lazy_001,0.0,0.0,no_imports,small_positive_vector,1
C,1.0,ollama__qwen2_5-coder__14b,5,False,lazy,0.2,core_v2_generalization_local_eager_lazy_001,0.0,0.0,raw,small_positive_vector,1
C,1.0,ollama__qwen2_5-coder__14b,5,False,lazy,0.2,core_v2_generalization_local_eager_lazy_001,0.0,0.0,renamed,small_positive_vector,1
C,1.0,ollama__qwen2_5-coder__32b,5,False,lazy,0.2,core_v2_generalization_local_eager_lazy_001,0.0,0.0,format_normalized,small_positive_vector,1
C,1.0,ollama__qwen2_5-coder__32b,5,False,lazy,0.2,core_v2_generalization_local_eager_lazy_001,0.0,0.0,no_comments,small_positive_vector,1
C,1.0,ollama__qwen2_5-coder__32b,5,False,lazy,0.2,core_v2_generalization_local_eager_lazy_001,0.0,0.0,no_imports,small_positive_vector,1
C,1.0,ollama__qwen2_5-coder__32b,5,False,lazy,0.2,core_v2_generalization_local_eager_lazy_001,0.0,0.0,raw,small_positive_vector,1
C,1.0,ollama__qwen2_5-coder__32b,5,False,lazy,0.2,core_v2_generalization_local_eager_lazy_001,0.0,0.0,renamed,small_positive_vector,1
C,1.0,ollama__qwen3-coder__30b,5,False,lazy,0.2,core_v2_generalization_local_eager_lazy_001,0.0,0.0,no_comments,small_positive_vector,1
C,1.0,ollama__qwen3-coder__30b,5,False,lazy,0.2,core_v2_generalization_local_eager_lazy_001,0.0,0.0,raw,small_positive_vector,1
D,1.0,ollama__devstral__latest,5,False,bfs,0.2,core_v2_generalization_local_bfs_dfs_001,0.0,0.0,format_normalized,branching_1,1
D,1.0,ollama__devstral__latest,5,False,bfs,0.2,core_v2_generalization_local_bfs_dfs_001,0.0,0.0,no_comments,branching_1,1
D,1.0,ollama__devstral__latest,5,False,bfs,0.2,core_v2_generalization_local_bfs_dfs_001,0.0,0.0,no_imports,branching_1,1
D,1.0,ollama__devstral__latest,5,False,bfs,0.2,core_v2_generalization_local_bfs_dfs_001,0.0,0.0,raw,branching_1,1
D,1.0,ollama__devstral__latest,5,False,bfs,0.2,core_v2_generalization_local_bfs_dfs_001,0.0,0.0,renamed,branching_1,1
D,1.0,ollama__qwen2_5-coder__14b,5,False,bfs,0.2,core_v2_generalization_local_bfs_dfs_001,0.0,0.0,format_normalized,branching_1,1
D,1.0,ollama__qwen2_5-coder__14b,5,False,bfs,0.2,core_v2_generalization_local_bfs_dfs_001,0.0,0.0,no_comments,branching_1,1
D,1.0,ollama__qwen2_5-coder__14b,5,False,bfs,0.2,core_v2_generalization_local_bfs_dfs_001,0.0,0.0,no_imports,branching_1,1
D,1.0,ollama__qwen2_5-coder__14b,5,False,bfs,0.2,core_v2_generalization_local_bfs_dfs_001,0.0,0.0,raw,branching_1,1
D,1.0,ollama__qwen2_5-coder__14b,5,False,bfs,0.2,core_v2_generalization_local_bfs_dfs_001,0.0,0.0,renamed,branching_1,1
D,1.0,ollama__qwen2_5-coder__32b,5,False,bfs,0.2,core_v2_generalization_local_bfs_dfs_001,0.0,0.0,format_normalized,branching_1,1
D,1.0,ollama__qwen2_5-coder__32b,5,False,bfs,0.2,core_v2_generalization_local_bfs_dfs_001,0.0,0.0,no_comments,branching_1,1
D,1.0,ollama__qwen2_5-coder__32b,5,False,bfs,0.2,core_v2_generalization_local_bfs_dfs_001,0.0,0.0,no_imports,branching_1,1
D,1.0,ollama__qwen2_5-coder__32b,5,False,bfs,0.2,core_v2_generalization_local_bfs_dfs_001,0.0,0.0,raw,branching_1,1
D,1.0,ollama__qwen2_5-coder__32b,5,False,bfs,0.2,core_v2_generalization_local_bfs_dfs_001,0.0,0.0,renamed,branching_1,1
D,1.0,ollama__qwen3-coder__30b,5,False,bfs,0.2,core_v2_generalization_local_bfs_dfs_001,0.0,0.0,format_normalized,branching_1,1
D,1.0,ollama__qwen3-coder__30b,5,False,bfs,0.2,core_v2_generalization_local_bfs_dfs_001,0.0,0.0,no_comments,branching_1,1
D,1.0,ollama__qwen3-coder__30b,5,False,bfs,0.2,core_v2_generalization_local_bfs_dfs_001,0.0,0.0,no_imports,branching_1,1
D,1.0,ollama__qwen3-coder__30b,5,False,bfs,0.2,core_v2_generalization_local_bfs_dfs_001,0.0,0.0,raw,branching_1,1
D,1.0,ollama__qwen3-coder__30b,5,False,bfs,0.2,core_v2_generalization_local_bfs_dfs_001,0.0,0.0,renamed,branching_1,1
D,1.0,ollama__devstral__latest,5,False,dfs,0.2,core_v2_generalization_local_bfs_dfs_001,0.0,0.0,format_normalized,branching_1,1
D,1.0,ollama__devstral__latest,5,False,dfs,0.2,core_v2_generalization_local_bfs_dfs_001,0.0,0.0,no_comments,branching_1,1
D,1.0,ollama__devstral__latest,5,False,dfs,0.2,core_v2_generalization_local_bfs_dfs_001,0.0,0.0,no_imports,branching_1,1
D,1.0,ollama__devstral__latest,5,False,dfs,0.2,core_v2_generalization_local_bfs_dfs_001,0.0,0.0,raw,branching_1,1
D,1.0,ollama__devstral__latest,5,False,dfs,0.2,core_v2_generalization_local_bfs_dfs_001,0.0,0.0,renamed,branching_1,1
D,1.0,ollama__qwen2_5-coder__14b,5,False,dfs,0.2,core_v2_generalization_local_bfs_dfs_001,0.0,0.0,format_normalized,branching_1,1
D,1.0,ollama__qwen2_5-coder__14b,5,False,dfs,0.2,core_v2_generalization_local_bfs_dfs_001,0.0,0.0,no_comments,branching_1,1
D,1.0,ollama__qwen2_5-coder__14b,5,False,dfs,0.2,core_v2_generalization_local_bfs_dfs_001,0.0,0.0,no_imports,branching_1,1
D,1.0,ollama__qwen2_5-coder__14b,5,False,dfs,0.2,core_v2_generalization_local_bfs_dfs_001,0.0,0.0,raw,branching_1,1
D,1.0,ollama__qwen2_5-coder__14b,5,False,dfs,0.2,core_v2_generalization_local_bfs_dfs_001,0.0,0.0,renamed,branching_1,1
D,1.0,ollama__qwen2_5-coder__32b,5,False,dfs,0.2,core_v2_generalization_local_bfs_dfs_001,0.0,0.0,format_normalized,branching_1,1
D,1.0,ollama__qwen2_5-coder__32b,5,False,dfs,0.2,core_v2_generalization_local_bfs_dfs_001,0.0,0.0,no_comments,branching_1,1
D,1.0,ollama__qwen2_5-coder__32b,5,False,dfs,0.2,core_v2_generalization_local_bfs_dfs_001,0.0,0.0,no_imports,branching_1,1
D,1.0,ollama__qwen2_5-coder__32b,5,False,dfs,0.2,core_v2_generalization_local_bfs_dfs_001,0.0,0.0,raw,branching_1,1
D,1.0,ollama__qwen2_5-coder__32b,5,False,dfs,0.2,core_v2_generalization_local_bfs_dfs_001,0.0,0.0,renamed,branching_1,1
D,1.0,ollama__qwen3-coder__30b,5,False,dfs,0.2,core_v2_generalization_local_bfs_dfs_001,0.0,0.0,format_normalized,branching_1,1
D,1.0,ollama__qwen3-coder__30b,5,False,dfs,0.2,core_v2_generalization_local_bfs_dfs_001,0.0,0.0,no_comments,branching_1,1
D,1.0,ollama__qwen3-coder__30b,5,False,dfs,0.2,core_v2_generalization_local_bfs_dfs_001,0.0,0.0,no_imports,branching_1,1
D,1.0,ollama__qwen3-coder__30b,5,False,dfs,0.2,core_v2_generalization_local_bfs_dfs_001,0.0,0.0,raw,branching_1,1
D,1.0,ollama__qwen3-coder__30b,5,False,dfs,0.2,core_v2_generalization_local_bfs_dfs_001,0.0,0.0,renamed,branching_1,1
D,1.0,ollama__devstral__latest,5,False,bfs,0.2,core_v2_generalization_local_bfs_dfs_001,0.0,0.0,format_normalized,branching_2,1
D,1.0,ollama__devstral__latest,5,False,bfs,0.2,core_v2_generalization_local_bfs_dfs_001,0.0,0.0,no_comments,branching_2,1
D,1.0,ollama__devstral__latest,5,False,bfs,0.2,core_v2_generalization_local_bfs_dfs_001,0.0,0.0,no_imports,branching_2,1
D,1.0,ollama__devstral__latest,5,False,bfs,0.2,core_v2_generalization_local_bfs_dfs_001,0.0,0.0,raw,branching_2,1
D,1.0,ollama__devstral__latest,5,False,bfs,0.2,core_v2_generalization_local_bfs_dfs_001,0.0,0.0,renamed,branching_2,1
D,1.0,ollama__qwen2_5-coder__14b,5,False,bfs,0.2,core_v2_generalization_local_bfs_dfs_001,0.0,0.0,format_normalized,branching_2,1
D,1.0,ollama__qwen2_5-coder__14b,5,False,bfs,0.2,core_v2_generalization_local_bfs_dfs_001,0.0,0.0,no_comments,branching_2,1
D,1.0,ollama__qwen2_5-coder__14b,5,False,bfs,0.2,core_v2_generalization_local_bfs_dfs_001,0.0,0.0,no_imports,branching_2,1
D,1.0,ollama__qwen2_5-coder__14b,5,False,bfs,0.2,core_v2_generalization_local_bfs_dfs_001,0.0,0.0,raw,branching_2,1
D,1.0,ollama__qwen2_5-coder__14b,5,False,bfs,0.2,core_v2_generalization_local_bfs_dfs_001,0.0,0.0,renamed,branching_2,1
D,1.0,ollama__qwen2_5-coder__32b,5,False,bfs,0.2,core_v2_generalization_local_bfs_dfs_001,0.0,0.0,format_normalized,branching_2,1
D,1.0,ollama__qwen2_5-coder__32b,5,False,bfs,0.2,core_v2_generalization_local_bfs_dfs_001,0.0,0.0,no_comments,branching_2,1
D,1.0,ollama__qwen2_5-coder__32b,5,False,bfs,0.2,core_v2_generalization_local_bfs_dfs_001,0.0,0.0,no_imports,branching_2,1
D,1.0,ollama__qwen2_5-coder__32b,5,False,bfs,0.2,core_v2_generalization_local_bfs_dfs_001,0.0,0.0,raw,branching_2,1
D,1.0,ollama__qwen2_5-coder__32b,5,False,bfs,0.2,core_v2_generalization_local_bfs_dfs_001,0.0,0.0,renamed,branching_2,1
D,1.0,ollama__qwen3-coder__30b,5,False,bfs,0.2,core_v2_generalization_local_bfs_dfs_001,0.0,0.0,format_normalized,branching_2,1
D,1.0,ollama__qwen3-coder__30b,5,False,bfs,0.2,core_v2_generalization_local_bfs_dfs_001,0.0,0.0,no_comments,branching_2,1
D,1.0,ollama__qwen3-coder__30b,5,False,bfs,0.2,core_v2_generalization_local_bfs_dfs_001,0.0,0.0,no_imports,branching_2,1
D,1.0,ollama__qwen3-coder__30b,5,False,bfs,0.2,core_v2_generalization_local_bfs_dfs_001,0.0,0.0,raw,branching_2,1
D,1.0,ollama__qwen3-coder__30b,5,False,bfs,0.2,core_v2_generalization_local_bfs_dfs_001,0.0,0.0,renamed,branching_2,1
D,1.0,ollama__devstral__latest,5,False,dfs,0.2,core_v2_generalization_local_bfs_dfs_001,0.0,0.0,format_normalized,branching_2,1
D,1.0,ollama__devstral__latest,5,False,dfs,0.2,core_v2_generalization_local_bfs_dfs_001,0.0,0.0,no_comments,branching_2,1
D,1.0,ollama__devstral__latest,5,False,dfs,0.2,core_v2_generalization_local_bfs_dfs_001,0.0,0.0,no_imports,branching_2,1
D,1.0,ollama__devstral__latest,5,False,dfs,0.2,core_v2_generalization_local_bfs_dfs_001,0.0,0.0,raw,branching_2,1
D,1.0,ollama__devstral__latest,5,False,dfs,0.2,core_v2_generalization_local_bfs_dfs_001,0.0,0.0,renamed,branching_2,1
D,1.0,ollama__qwen2_5-coder__14b,5,False,dfs,0.2,core_v2_generalization_local_bfs_dfs_001,0.0,0.0,format_normalized,branching_2,1
D,1.0,ollama__qwen2_5-coder__14b,5,False,dfs,0.2,core_v2_generalization_local_bfs_dfs_001,0.0,0.0,no_comments,branching_2,1
D,1.0,ollama__qwen2_5-coder__14b,5,False,dfs,0.2,core_v2_generalization_local_bfs_dfs_001,0.0,0.0,no_imports,branching_2,1
D,1.0,ollama__qwen2_5-coder__14b,5,False,dfs,0.2,core_v2_generalization_local_bfs_dfs_001,0.0,0.0,raw,branching_2,1
D,1.0,ollama__qwen2_5-coder__14b,5,False,dfs,0.2,core_v2_generalization_local_bfs_dfs_001,0.0,0.0,renamed,branching_2,1
D,1.0,ollama__qwen2_5-coder__32b,5,False,dfs,0.2,core_v2_generalization_local_bfs_dfs_001,0.0,0.0,format_normalized,branching_2,1
D,1.0,ollama__qwen2_5-coder__32b,5,False,dfs,0.2,core_v2_generalization_local_bfs_dfs_001,0.0,0.0,no_comments,branching_2,1
D,1.0,ollama__qwen2_5-coder__32b,5,False,dfs,0.2,core_v2_generalization_local_bfs_dfs_001,0.0,0.0,no_imports,branching_2,1
D,1.0,ollama__qwen2_5-coder__32b,5,False,dfs,0.2,core_v2_generalization_local_bfs_dfs_001,0.0,0.0,raw,branching_2,1
D,1.0,ollama__qwen2_5-coder__32b,5,False,dfs,0.2,core_v2_generalization_local_bfs_dfs_001,0.0,0.0,renamed,branching_2,1
D,1.0,ollama__qwen3-coder__30b,5,False,dfs,0.2,core_v2_generalization_local_bfs_dfs_001,0.0,0.0,format_normalized,branching_2,1
D,1.0,ollama__qwen3-coder__30b,5,False,dfs,0.2,core_v2_generalization_local_bfs_dfs_001,0.0,0.0,no_comments,branching_2,1
D,1.0,ollama__qwen3-coder__30b,5,False,dfs,0.2,core_v2_generalization_local_bfs_dfs_001,0.0,0.0,no_imports,branching_2,1
D,1.0,ollama__qwen3-coder__30b,5,False,dfs,0.2,core_v2_generalization_local_bfs_dfs_001,0.0,0.0,raw,branching_2,1
D,1.0,ollama__qwen3-coder__30b,5,False,dfs,0.2,core_v2_generalization_local_bfs_dfs_001,0.0,0.0,renamed,branching_2,1
D,1.0,ollama__devstral__latest,5,False,bfs,0.2,core_v2_generalization_local_bfs_dfs_001,0.0,0.0,format_normalized,branching_3,1
D,1.0,ollama__devstral__latest,5,False,bfs,0.2,core_v2_generalization_local_bfs_dfs_001,0.0,0.0,no_comments,branching_3,1
D,1.0,ollama__devstral__latest,5,False,bfs,0.2,core_v2_generalization_local_bfs_dfs_001,0.0,0.0,no_imports,branching_3,1
D,1.0,ollama__devstral__latest,5,False,bfs,0.2,core_v2_generalization_local_bfs_dfs_001,0.0,0.0,raw,branching_3,1
D,1.0,ollama__devstral__latest,5,False,bfs,0.2,core_v2_generalization_local_bfs_dfs_001,0.0,0.0,renamed,branching_3,1
D,1.0,ollama__qwen2_5-coder__14b,5,False,bfs,0.2,core_v2_generalization_local_bfs_dfs_001,0.0,0.0,format_normalized,branching_3,1
D,1.0,ollama__qwen2_5-coder__14b,5,False,bfs,0.2,core_v2_generalization_local_bfs_dfs_001,0.0,0.0,no_comments,branching_3,1
D,1.0,ollama__qwen2_5-coder__14b,5,False,bfs,0.2,core_v2_generalization_local_bfs_dfs_001,0.0,0.0,no_imports,branching_3,1
D,1.0,ollama__qwen2_5-coder__14b,5,False,bfs,0.2,core_v2_generalization_local_bfs_dfs_001,0.0,0.0,raw,branching_3,1
D,1.0,ollama__qwen2_5-coder__14b,5,False,bfs,0.2,core_v2_generalization_local_bfs_dfs_001,0.0,0.0,renamed,branching_3,1
D,1.0,ollama__qwen2_5-coder__32b,5,False,bfs,0.2,core_v2_generalization_local_bfs_dfs_001,0.0,0.0,format_normalized,branching_3,1
D,1.0,ollama__qwen2_5-coder__32b,5,False,bfs,0.2,core_v2_generalization_local_bfs_dfs_001,0.0,0.0,no_comments,branching_3,1
D,1.0,ollama__qwen2_5-coder__32b,5,False,bfs,0.2,core_v2_generalization_local_bfs_dfs_001,0.0,0.0,no_imports,branching_3,1
D,1.0,ollama__qwen2_5-coder__32b,5,False,bfs,0.2,core_v2_generalization_local_bfs_dfs_001,0.0,0.0,raw,branching_3,1
D,1.0,ollama__qwen2_5-coder__32b,5,False,bfs,0.2,core_v2_generalization_local_bfs_dfs_001,0.0,0.0,renamed,branching_3,1
D,1.0,ollama__qwen3-coder__30b,5,False,bfs,0.2,core_v2_generalization_local_bfs_dfs_001,0.0,0.0,format_normalized,branching_3,1
D,1.0,ollama__qwen3-coder__30b,5,False,bfs,0.2,core_v2_generalization_local_bfs_dfs_001,0.0,0.0,no_comments,branching_3,1
D,1.0,ollama__qwen3-coder__30b,5,False,bfs,0.2,core_v2_generalization_local_bfs_dfs_001,0.0,0.0,no_imports,branching_3,1
D,1.0,ollama__qwen3-coder__30b,5,False,bfs,0.2,core_v2_generalization_local_bfs_dfs_001,0.0,0.0,raw,branching_3,1
D,1.0,ollama__qwen3-coder__30b,5,False,bfs,0.2,core_v2_generalization_local_bfs_dfs_001,0.0,0.0,renamed,branching_3,1
D,1.0,ollama__devstral__latest,5,False,dfs,0.2,core_v2_generalization_local_bfs_dfs_001,0.0,0.0,format_normalized,branching_3,1
D,1.0,ollama__devstral__latest,5,False,dfs,0.2,core_v2_generalization_local_bfs_dfs_001,0.0,0.0,no_comments,branching_3,1
D,1.0,ollama__devstral__latest,5,False,dfs,0.2,core_v2_generalization_local_bfs_dfs_001,0.0,0.0,no_imports,branching_3,1
D,1.0,ollama__devstral__latest,5,False,dfs,0.2,core_v2_generalization_local_bfs_dfs_001,0.0,0.0,raw,branching_3,1
D,1.0,ollama__devstral__latest,5,False,dfs,0.2,core_v2_generalization_local_bfs_dfs_001,0.0,0.0,renamed,branching_3,1
D,1.0,ollama__qwen2_5-coder__14b,5,False,dfs,0.2,core_v2_generalization_local_bfs_dfs_001,0.0,0.0,format_normalized,branching_3,1
D,1.0,ollama__qwen2_5-coder__14b,5,False,dfs,0.2,core_v2_generalization_local_bfs_dfs_001,0.0,0.0,no_comments,branching_3,1
D,1.0,ollama__qwen2_5-coder__14b,5,False,dfs,0.2,core_v2_generalization_local_bfs_dfs_001,0.0,0.0,no_imports,branching_3,1
D,1.0,ollama__qwen2_5-coder__14b,5,False,dfs,0.2,core_v2_generalization_local_bfs_dfs_001,0.0,0.0,raw,branching_3,1
D,1.0,ollama__qwen2_5-coder__14b,5,False,dfs,0.2,core_v2_generalization_local_bfs_dfs_001,0.0,0.0,renamed,branching_3,1
D,1.0,ollama__qwen2_5-coder__32b,5,False,dfs,0.2,core_v2_generalization_local_bfs_dfs_001,0.0,0.0,format_normalized,branching_3,1
D,1.0,ollama__qwen2_5-coder__32b,5,False,dfs,0.2,core_v2_generalization_local_bfs_dfs_001,0.0,0.0,no_comments,branching_3,1
D,1.0,ollama__qwen2_5-coder__32b,5,False,dfs,0.2,core_v2_generalization_local_bfs_dfs_001,0.0,0.0,no_imports,branching_3,1
D,1.0,ollama__qwen2_5-coder__32b,5,False,dfs,0.2,core_v2_generalization_local_bfs_dfs_001,0.0,0.0,raw,branching_3,1
D,1.0,ollama__qwen2_5-coder__32b,5,False,dfs,0.2,core_v2_generalization_local_bfs_dfs_001,0.0,0.0,renamed,branching_3,1
D,1.0,ollama__qwen3-coder__30b,5,False,dfs,0.2,core_v2_generalization_local_bfs_dfs_001,0.0,0.0,format_normalized,branching_3,1
D,1.0,ollama__qwen3-coder__30b,5,False,dfs,0.2,core_v2_generalization_local_bfs_dfs_001,0.0,0.0,no_comments,branching_3,1
D,1.0,ollama__qwen3-coder__30b,5,False,dfs,0.2,core_v2_generalization_local_bfs_dfs_001,0.0,0.0,no_imports,branching_3,1
D,1.0,ollama__qwen3-coder__30b,5,False,dfs,0.2,core_v2_generalization_local_bfs_dfs_001,0.0,0.0,raw,branching_3,1
D,1.0,ollama__qwen3-coder__30b,5,False,dfs,0.2,core_v2_generalization_local_bfs_dfs_001,0.0,0.0,renamed,branching_3,1
E,1.0,ollama__devstral__latest,5,False,deterministic,0.2,core_v2_generalization_local_deterministic_randomized_001,0.0,0.0,format_normalized,letters_8,1
E,1.0,ollama__devstral__latest,5,False,deterministic,0.2,core_v2_generalization_local_deterministic_randomized_001,0.0,0.0,no_comments,letters_8,1
E,1.0,ollama__devstral__latest,5,False,deterministic,0.2,core_v2_generalization_local_deterministic_randomized_001,0.0,0.0,no_imports,letters_8,1
E,1.0,ollama__devstral__latest,5,False,deterministic,0.2,core_v2_generalization_local_deterministic_randomized_001,0.0,0.0,raw,letters_8,1
E,1.0,ollama__devstral__latest,5,False,deterministic,0.2,core_v2_generalization_local_deterministic_randomized_001,0.0,0.0,renamed,letters_8,1
E,1.0,ollama__qwen2_5-coder__14b,5,False,deterministic,0.2,core_v2_generalization_local_deterministic_randomized_001,0.0,0.0,format_normalized,letters_8,1
E,1.0,ollama__qwen2_5-coder__14b,5,False,deterministic,0.2,core_v2_generalization_local_deterministic_randomized_001,0.0,0.0,no_comments,letters_8,1
E,1.0,ollama__qwen2_5-coder__14b,5,False,deterministic,0.2,core_v2_generalization_local_deterministic_randomized_001,0.0,0.0,no_imports,letters_8,1
E,1.0,ollama__qwen2_5-coder__14b,5,False,deterministic,0.2,core_v2_generalization_local_deterministic_randomized_001,0.0,0.0,raw,letters_8,1
E,1.0,ollama__qwen2_5-coder__14b,5,False,deterministic,0.2,core_v2_generalization_local_deterministic_randomized_001,0.0,0.0,renamed,letters_8,1
E,1.0,ollama__qwen2_5-coder__32b,5,False,deterministic,0.2,core_v2_generalization_local_deterministic_randomized_001,0.0,0.0,format_normalized,letters_8,1
E,1.0,ollama__qwen2_5-coder__32b,5,False,deterministic,0.2,core_v2_generalization_local_deterministic_randomized_001,0.0,0.0,no_comments,letters_8,1
E,1.0,ollama__qwen2_5-coder__32b,5,False,deterministic,0.2,core_v2_generalization_local_deterministic_randomized_001,0.0,0.0,no_imports,letters_8,1
E,1.0,ollama__qwen2_5-coder__32b,5,False,deterministic,0.2,core_v2_generalization_local_deterministic_randomized_001,0.0,0.0,raw,letters_8,1
E,1.0,ollama__qwen2_5-coder__32b,5,False,deterministic,0.2,core_v2_generalization_local_deterministic_randomized_001,0.0,0.0,renamed,letters_8,1
E,1.0,ollama__qwen3-coder__30b,5,False,deterministic,0.2,core_v2_generalization_local_deterministic_randomized_001,0.0,0.0,format_normalized,letters_8,1
E,1.0,ollama__qwen3-coder__30b,5,False,deterministic,0.2,core_v2_generalization_local_deterministic_randomized_001,0.0,0.0,no_comments,letters_8,1
E,1.0,ollama__qwen3-coder__30b,5,False,deterministic,0.2,core_v2_generalization_local_deterministic_randomized_001,0.0,0.0,no_imports,letters_8,1
E,1.0,ollama__qwen3-coder__30b,5,False,deterministic,0.2,core_v2_generalization_local_deterministic_randomized_001,0.0,0.0,raw,letters_8,1
E,1.0,ollama__qwen3-coder__30b,5,False,deterministic,0.2,core_v2_generalization_local_deterministic_randomized_001,0.0,0.0,renamed,letters_8,1
E,1.0,ollama__devstral__latest,5,False,randomized,0.2,core_v2_generalization_local_deterministic_randomized_001,0.0,0.0,format_normalized,letters_8,1
E,1.0,ollama__devstral__latest,5,False,randomized,0.2,core_v2_generalization_local_deterministic_randomized_001,0.0,0.0,no_comments,letters_8,1
E,1.0,ollama__devstral__latest,5,False,randomized,0.2,core_v2_generalization_local_deterministic_randomized_001,0.0,0.0,no_imports,letters_8,1
E,0.8,ollama__devstral__latest,5,True,randomized,0.4,core_v2_generalization_local_deterministic_randomized_001,0.500402,0.32,raw,letters_8,2
E,1.0,ollama__devstral__latest,5,False,randomized,0.2,core_v2_generalization_local_deterministic_randomized_001,0.0,0.0,renamed,letters_8,1
E,1.0,ollama__qwen2_5-coder__14b,5,False,randomized,0.2,core_v2_generalization_local_deterministic_randomized_001,0.0,0.0,format_normalized,letters_8,1
E,1.0,ollama__qwen2_5-coder__14b,5,False,randomized,0.2,core_v2_generalization_local_deterministic_randomized_001,0.0,0.0,no_comments,letters_8,1
E,1.0,ollama__qwen2_5-coder__14b,5,False,randomized,0.2,core_v2_generalization_local_deterministic_randomized_001,0.0,0.0,no_imports,letters_8,1
E,0.8,ollama__qwen2_5-coder__14b,5,True,randomized,0.4,core_v2_generalization_local_deterministic_randomized_001,0.500402,0.32,raw,letters_8,2
E,1.0,ollama__qwen2_5-coder__14b,5,False,randomized,0.2,core_v2_generalization_local_deterministic_randomized_001,0.0,0.0,renamed,letters_8,1
E,1.0,ollama__qwen2_5-coder__32b,5,False,randomized,0.2,core_v2_generalization_local_deterministic_randomized_001,0.0,0.0,format_normalized,letters_8,1
E,1.0,ollama__qwen2_5-coder__32b,5,False,randomized,0.2,core_v2_generalization_local_deterministic_randomized_001,0.0,0.0,no_comments,letters_8,1
E,1.0,ollama__qwen2_5-coder__32b,5,False,randomized,0.2,core_v2_generalization_local_deterministic_randomized_001,0.0,0.0,no_imports,letters_8,1
E,1.0,ollama__qwen2_5-coder__32b,5,False,randomized,0.2,core_v2_generalization_local_deterministic_randomized_001,0.0,0.0,raw,letters_8,1
E,1.0,ollama__qwen2_5-coder__32b,5,False,randomized,0.2,core_v2_generalization_local_deterministic_randomized_001,0.0,0.0,renamed,letters_8,1
E,0.2,ollama__qwen3-coder__30b,5,True,randomized,1.0,core_v2_generalization_local_deterministic_randomized_001,1.609438,0.8,format_normalized,letters_8,5
E,0.2,ollama__qwen3-coder__30b,5,True,randomized,1.0,core_v2_generalization_local_deterministic_randomized_001,1.609438,0.8,no_comments,letters_8,5
E,0.2,ollama__qwen3-coder__30b,5,True,randomized,1.0,core_v2_generalization_local_deterministic_randomized_001,1.609438,0.8,no_imports,letters_8,5
E,0.2,ollama__qwen3-coder__30b,5,True,randomized,1.0,core_v2_generalization_local_deterministic_randomized_001,1.609438,0.8,raw,letters_8,5
E,0.2,ollama__qwen3-coder__30b,5,True,randomized,1.0,core_v2_generalization_local_deterministic_randomized_001,1.609438,0.8,renamed,letters_8,5
E,1.0,ollama__devstral__latest,5,False,deterministic,0.2,core_v2_generalization_local_deterministic_randomized_001,0.0,0.0,format_normalized,mixed_tokens,1
E,1.0,ollama__devstral__latest,5,False,deterministic,0.2,core_v2_generalization_local_deterministic_randomized_001,0.0,0.0,no_comments,mixed_tokens,1
E,1.0,ollama__devstral__latest,5,False,deterministic,0.2,core_v2_generalization_local_deterministic_randomized_001,0.0,0.0,no_imports,mixed_tokens,1
E,1.0,ollama__devstral__latest,5,False,deterministic,0.2,core_v2_generalization_local_deterministic_randomized_001,0.0,0.0,raw,mixed_tokens,1
E,1.0,ollama__devstral__latest,5,False,deterministic,0.2,core_v2_generalization_local_deterministic_randomized_001,0.0,0.0,renamed,mixed_tokens,1
E,1.0,ollama__qwen2_5-coder__14b,5,False,deterministic,0.2,core_v2_generalization_local_deterministic_randomized_001,0.0,0.0,format_normalized,mixed_tokens,1
